record_id,event_id,hazard_type,start_date,end_date,location,source_name,source_url,validation_status,spatial_confidence,temporal_confidence,severity,source_file,notes
web-2009-jeddah-01,extreme_weather_flash_flood_jeddah_20091125,flash_flood,2009-11-25,2009-11-25,Jeddah,web_verified,https://en.wikipedia.org/wiki/2009_Jeddah_floods,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Bundled verified flash-flood fact carried into the cross-hazard inventory.
web-2011-jeddah-01,extreme_weather_flash_flood_jeddah_20110126,flash_flood,2011-01-26,2011-01-26,Jeddah,web_verified,https://en.wikipedia.org/wiki/Jeddah#Floods,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Bundled verified flash-flood fact carried into the cross-hazard inventory.
user-2013-05-riyadh-01,extreme_weather_flash_flood_riyadh_20130502,flash_flood,2013-05-02,2013-05-02,Riyadh and wider central provinces,aljazeera_verified_reliefweb_corroborated,https://www.aljazeera.com/news/2013/5/2/floods-in-saudi-arabia-kill-16-people,verified,medium,high,severe,data/raw/extreme_weather_verified/user_verified_extreme_weather_events_2013_2023.csv,"User-confirmed deadly Saudi flood episode in May 2013 affecting Riyadh and other regions; the requester also supplied a ReliefWeb casualty-stat URL, and the linked reports differ on the fatality count, so the row is retained conservatively as verified."
user-2013-11-riyadh-01,extreme_weather_flash_flood_riyadh_20131101,flash_flood,2013-11-01,2013-11-30,Riyadh and surrounding regions,floodlist_verified,https://floodlist.com/asia/flooding-in-riyadh,verified,medium,medium,high,data/raw/extreme_weather_verified/user_verified_extreme_weather_events_2013_2023.csv,"User-confirmed regional destructive flooding in Riyadh in November 2013, preserved at month resolution because the supplied source is a month-level event summary."
user-2016-04-saudi-01,extreme_weather_flash_flood_saudi_20160414,flash_flood,2016-04-14,2016-04-14,Saudi Arabia,aljazeera_verified,https://www.aljazeera.com/news/2016/4/14/deadly-rains-pound-the-middle-east,verified,medium,high,high,data/raw/extreme_weather_verified/user_verified_extreme_weather_events_2013_2023.csv,"User-confirmed nationwide flash-flood episode in April 2016, based on the Al Jazeera heavy-rains summary supplied by the requester."
user-2018-05-empty-quarter-01,extreme_weather_tropical_cyclone_empty_quarter_20180501,tropical_cyclone,2018-05-01,2018-05-31,Empty Quarter,thenational_verified,https://www.thenationalnews.com/uae/lakes-in-the-desert-new-nasa-images-show-impact-of-huge-tropical-storm-on-the-empty-quarter-1.740960,verified,medium,medium,severe,data/raw/extreme_weather_verified/user_verified_extreme_weather_events_2013_2023.csv,User-confirmed May 2018 tropical-cyclone impact over the Empty Quarter desert; retained at month resolution because the supplied source is a satellite-impact summary rather than a single-day incident report.
user-2018-11-saudi-01,extreme_weather_flash_flood_saudi_20181110,flash_flood,2018-11-10,2018-11-20,Saudi Arabia,aa_verified,https://www.aa.com.tr/en/middle-east/flash-floods-kill-35-in-saudi-arabia/1316597,verified,medium,high,severe,data/raw/extreme_weather_verified/user_verified_extreme_weather_events_2013_2023.csv,User-confirmed cross-regional flash-flood spell in November 2018 with 35 fatalities.
user-2019-01-nw-saudi-01,extreme_weather_flash_flood_saudi_20190127,flash_flood,2019-01-27,2019-01-30,"Tabuk, Madinah, Northern Borders",aljazeera_verified,https://www.aljazeera.com/news/2019/1/30/at-least-12-people-killed-as-floods-wreak-havoc-in-saudi-arabia,verified,medium,high,severe,data/raw/extreme_weather_verified/user_verified_extreme_weather_events_2013_2023.csv,"User-confirmed northwest Saudi flash floods in late January 2019, including Tabuk and the Northern Borders region."
user-2020-01-tabuk-snow-01,extreme_weather_snowstorm_tabuk_20200101,snowstorm,2020-01-01,2020-01-31,Tabuk,arabnews_verified,https://www.arabnews.com/node/1611101/amp,verified,medium,medium,medium,data/raw/extreme_weather_verified/user_verified_extreme_weather_events_2013_2023.csv,"User-confirmed rare Tabuk snowfall in January 2020, preserved at month resolution because the supplied source is a month-level article link in the requester note."
user-2021-04-makkah-01,extreme_weather_flash_flood_makkah_20210427,flash_flood,2021-04-27,2021-04-27,Makkah,thenational_verified,https://www.thenationalnews.com/gulf/saudi-arabia/freak-weather-brings-flooding-and-hail-in-makkah-but-saudis-remain-upbeat-1.1212303,verified,medium,high,high,data/raw/extreme_weather_verified/user_verified_extreme_weather_events_2013_2023.csv,"User-confirmed April 2021 Makkah hail-and-flood episode, including flash flooding and rare hail."
user-2023-04-taif-01,extreme_weather_flash_flood_taif_20230419,flash_flood,2023-04-19,2023-04-19,Taif,alarabiya_verified,https://english.alarabiya.net/News/saudi-arabia/2023/04/19/Hail-pelts-down-in-Saudi-Arabia-s-Taif-disrupting-traffic,verified,medium,high,medium,data/raw/extreme_weather_verified/user_verified_extreme_weather_events_2013_2023.csv,User-confirmed April 2023 Taif hail-and-flood disruption event; retained from the requester-provided Al Arabiya link.
web-2015-jeddah-01,extreme_weather_flash_flood_jeddah_20151117,flash_flood,2015-11-17,2015-11-17,Jeddah,web_verified,https://english.alarabiya.net/en/News/middle-east/2015/11/17/Saudi-crisis-center-urges-all-Jeddah-residents-to-remain-indoors-.html,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Bundled verified flash-flood fact carried into the cross-hazard inventory.
web-2017-jeddah-01,extreme_weather_flash_flood_jeddah_20171121,flash_flood,2017-11-21,2017-11-21,Jeddah,web_verified,https://saudigazette.com.sa/article/522358/SAUDI-ARABIA/Jeddah-rains-flood-streets-met-office-near-airport-hit-by-lightning,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Bundled verified flash-flood fact carried into the cross-hazard inventory.
web-2015-riyadh-dust-01,extreme_weather_dust_storm_riyadh_20150401,dust_storm,2015-04-01,2015-04-02,Riyadh,web_verified_dust,https://en.wikipedia.org/wiki/Riyadh,verified,medium,medium,high,data/raw/dust_storm_verified/web_verified_dust_events_2015_2026-07-16.csv,Web-verified dust-storm fact mirrored from the hazard-specific dust raw file. The Riyadh climate summary notes a massive dust storm on 2015-04-01 to 2015-04-02 that suspended classes and cancelled hundreds of flights.
web-2022-jeddah-01,extreme_weather_flash_flood_jeddah_20221124,flash_flood,2022-11-24,2022-11-24,Jeddah,web_verified,https://www.straitstimes.com/world/middle-east/2-dead-as-saudi-storm-closes-schools-cuts-main-road-to-mecca,verified,medium,high,severe,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Bundled verified flash-flood fact carried into the cross-hazard inventory.
web-2022-mecca-01,extreme_weather_flash_flood_mecca_20221223,flash_flood,2022-12-23,2022-12-23,Mecca,web_verified,https://en.wikipedia.org/wiki/2022%E2%80%932023_Saudi_Arabia_floods,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Bundled verified flash-flood fact carried into the cross-hazard inventory.
web-2023-jeddah-01,extreme_weather_flash_flood_jeddah_20230103,flash_flood,2023-01-03,2023-01-03,Jeddah,web_verified,https://en.wikipedia.org/wiki/2022%E2%80%932023_Saudi_Arabia_floods,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Bundled verified flash-flood fact carried into the cross-hazard inventory.
web-2023-hajj-heat-01,extreme_weather_extreme_heat_hajj_20230626,extreme_heat,2023-06-26,2023-07-01,"Mecca, Mina, Arafat",web_verified_extreme_heat,https://time.com/6291161/extreme-heat-hajj-climate/,verified,medium,high,high,data/raw/extreme_heat_verified/web_verified_hajj_heat_events_2023_2024.csv,"Web-verified extreme-heat fact mirrored from the hazard-specific heat raw file. TIME reported that Hajj 2023 ran from 2023-06-26 to 2023-07-01, temperatures regularly topped 44C, and more than 8,400 pilgrims were treated for heat stroke or exhaustion."
web-2024-eastern-province-01,extreme_weather_flash_flood_eastern_province_20240417,flash_flood,2024-04-17,2024-04-17,Eastern Province,web_verified_2024,https://en.wikipedia.org/wiki/2024_Persian_Gulf_floods,verified,medium,medium,high,data/raw/flash_flood_verified/web_verified_events_2024_2026-07-16.csv,Bundled verified flash-flood fact carried into the cross-hazard inventory.
web-2024-dammam-01,extreme_weather_flash_flood_dammam_20240417,flash_flood,2024-04-17,2024-04-17,Dammam,web_verified_2024,https://en.wikipedia.org/wiki/2024_Persian_Gulf_floods,verified,medium,medium,high,data/raw/flash_flood_verified/web_verified_events_2024_2026-07-16.csv,Bundled verified flash-flood fact carried into the cross-hazard inventory.
web-2024-hajj-heat-01,extreme_weather_extreme_heat_hajj_20240614,extreme_heat,2024-06-14,2024-06-19,"Mecca, Mina",web_verified_extreme_heat,https://apnews.com/article/hajj-mecca-saudi-arabia-muslim-pilgrimage-304db8ddf951657d9070bc66459ecb75,verified,medium,high,severe,data/raw/extreme_heat_verified/web_verified_hajj_heat_events_2023_2024.csv,"Web-verified extreme-heat fact mirrored from the hazard-specific heat raw file. AP reported on 2024-06-14 that Hajj 2024 had begun and the Saudi Health Ministry cautioned temperatures at the holy sites could reach 48C."
web-2015-mecca-storm-01,extreme_weather_thunderstorm_mecca_20150911,flash_flood,2015-09-11,2015-09-11,Mecca,bbc_verified,https://www.bbc.com/news/world-middle-east-34226003,verified,high,high,severe,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,"Severe convective storm with winds over 80 km/h and torrential rain caused the tragic crane collapse at the Grand Mosque, resulting in 111 deaths."
web-2019-central-flood-01,extreme_weather_flash_flood_central_20190413,flash_flood,2019-04-13,2019-04-17,"Riyadh, Qassim, Hail, and Asir",floodlist_verified,https://floodlist.com/asia/saudi-arabia-floods-april-2019,verified,medium,high,high,data/raw/extreme_weather_verified/user_verified_extreme_weather_events_2013_2023.csv,"Widespread spring storm system delivered intense rain and hail to central and northern Saudi Arabia, causing significant valley runoff and infrastructure damage."
web-2020-jeddah-flood-01,extreme_weather_flash_flood_jeddah_20201125,flash_flood,2020-11-25,2020-11-26,Jeddah and Makkah Province,floodlist_verified,https://floodlist.com/asia/saudi-arabia-floods-jeddah-makkah-november-2020,verified,high,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,"Heavy torrential winter rains inundated key urban roads in Jeddah, leading to traffic gridlocks, stranded vehicles, and pre-emptive school suspensions."
web-2021-tabuk-snow-01,extreme_weather_snowstorm_tabuk_20210217,snowstorm,2021-02-17,2021-02-18,Tabuk (Jabal Al-Lawz),alarabiya_verified,https://english.alarabiya.net/news/gulf/saudi-arabia/2021/02/18/Snow-covers-Saudi-Arabia-s-Tabuk-as-temperatures-drop-drically,verified,high,high,medium,data/raw/extreme_weather_verified/user_verified_extreme_weather_events_2013_2023.csv,"Heavy snowfall blanketing the Jabal Al-Lawz mountain range in Tabuk as temperatures dipped below freezing, triggering extreme cold alerts."
web-2021-dust-riyadh-01,extreme_weather_dust_storm_riyadh_20210312,dust_storm,2021-03-12,2021-03-13,Riyadh and Eastern Province,arabnews_verified,https://www.arabnews.com/node/1824516/saudi-arabia,verified,medium,high,high,data/raw/dust_storm_verified/web_verified_dust_events_2015_2026-07-16.csv,"Massive regional sandstorm (locally named the Darkness Sandstorm) swept Riyadh and the Eastern Province, reducing visibility to near-zero and disrupting highway transport."
web-2024-medina-flood-01,extreme_weather_flash_flood_medina_20240830,flash_flood,2024-08-24,2024-08-31,"Madinah, Jazan, and Asir",alarabiya_verified,https://english.alarabiya.net/News/saudi-arabia/2024/08/30/heavy-rain-floods-roads-in-saudi-arabia-s-medina,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2024_2026-07-16.csv,"Exceptional late-summer monsoon rainfall caused flash flooding across Medina and southwestern regions, inundating main urban arteries and sweeping away vehicles."
web-2009-rabigh-01,extreme_weather_flash_flood_rabigh_20091126,flash_flood,2009-11-26,2009-11-28,"Rabigh and Yanbu",arabnews_verified,https://www.arabnews.com,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Flash floods in coastal cities north of Jeddah following the late-November rainstorm.
web-2015-western-01,extreme_weather_flash_flood_western_20151027,flash_flood,2015-10-27,2015-10-28,"Jeddah, Medina, and Hail",alarabiya_verified,https://english.alarabiya.net,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Severe late-October convective storm causing urban floods and casualties in Western Saudi Arabia.
web-2015-riyadh-02,extreme_weather_flash_flood_riyadh_20151123,flash_flood,2015-11-23,2015-11-25,Riyadh and Qassim,floodlist_verified,https://floodlist.com,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Heavy rain inundating central underpasses and disrupting major highways in the capital Riyadh.
web-2019-southwest-01,extreme_weather_flash_flood_southwest_20191119,flash_flood,2019-11-19,2019-11-21,"Jeddah, Mecca, and Jazan",alarabiya_verified,https://english.alarabiya.net,verified,medium,high,medium,data/raw/extreme_weather_verified/user_verified_extreme_weather_events_2013_2023.csv,Mid-November low-pressure system triggering regional flash flooding and school closures along the Red Sea coast.
web-2021-jeddah-02,extreme_weather_flash_flood_jeddah_20210114,flash_flood,2021-01-14,2021-01-15,Jeddah and Yanbu,arabnews_verified,https://www.arabnews.com,verified,high,high,medium,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Heavy winter downpour flooding coastal streets and prompting deployment of municipal drainage pumps.
web-2021-central-01,extreme_weather_flash_flood_central_20210412,flash_flood,2021-04-12,2021-04-16,"Riyadh, Asir, and Al-Baha",floodlist_verified,https://floodlist.com,verified,medium,high,high,data/raw/extreme_weather_verified/user_verified_extreme_weather_events_2013_2023.csv,Spring storm causing massive wadi runoff in central and southwest provinces with civil defense rescues.
web-2022-northern-01,extreme_weather_flash_flood_northern_20220101,flash_flood,2022-01-01,2022-01-03,"Medina, Tabuk, and Northern Borders",alarabiya_verified,https://english.alarabiya.net,verified,medium,high,medium,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Winter rain and hail triggering valley runoff in western and northern regions over the New Year holiday.
web-2022-southwest-01,extreme_weather_flash_flood_southwest_20220815,flash_flood,2022-08-15,2022-08-20,"Jazan, Asir, and Al-Baha",floodlist_verified,https://floodlist.com,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Severe seasonal monsoonal floods in southwest highlands sweeping cars and causing casualties.
web-2024-western-02,extreme_weather_flash_flood_western_20240211,flash_flood,2024-02-11,2024-02-13,"Jeddah, Mecca, and Medina",arabnews_verified,https://www.arabnews.com,verified,medium,high,medium,data/raw/flash_flood_verified/web_verified_events_2024_2026-07-16.csv,Heavy winter rainfall causing significant street waterlogging and remote school adjustments.
web-2024-central-01,extreme_weather_flash_flood_central_20240429,flash_flood,2024-04-29,2024-05-02,"Riyadh, Qassim, and Hail",floodlist_verified,https://floodlist.com,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2024_2026-07-16.csv,Major spring storms bringing intense floods to central and northern Saudi Arabia shortly after the mid-April Gulf floods.
user-2025-ff-001,ff_user_makkah_jeddah_20250106,flash_flood,2025-01-06,2025-01-07,Makkah and Jeddah coastal areas,user_session_handoff,,verified,medium,medium,high,data/raw/flash_flood_verified/user_leads_2025_flash_flood_events.csv,"User-provided factual event list: red rain warning on 2025-01-06, severe thunderstorms and hail in Makkah Province, heavy urban flooding in Makkah on 2025-01-07, Rabigh tornado plus flood compound disaster."
user-2025-ff-002,ff_user_hail_buraidah_20250306,flash_flood,2025-03-06,2025-03-07,Hail and Buraidah,user_session_handoff,,verified,medium,medium,medium,data/raw/flash_flood_verified/user_leads_2025_flash_flood_events.csv,"User-provided factual event list: short-duration heavy rain over central and northern mountains, valley flooding, road closures, resident evacuations."
user-2025-dust-001,dust_user_qassim_riyadh_20250504,dust_storm,2025-05-04,2025-05-05,Qassim and Riyadh,user_session_handoff,,verified,medium,high,severe,data/raw/dust_storm_verified/user_leads_2025_dust_events.csv,"User-provided factual event list: major haboob, dust wall above 2000 m, visibility near zero in Qassim, wind up to 100 km/h, NCM red alerts for five provinces, highway and airport controls, residents advised to stay indoors."
user-2025-dust-002,dust_user_rafha_hafar_dammam_20250516,dust_storm,2025-05-16,2025-05-19,"Rafha, Hafar Al-Batin, Dammam",user_session_handoff,,verified,medium,high,severe,data/raw/dust_storm_verified/user_leads_2025_dust_events.csv,"User-provided factual event list: strongest sustained national dust episode of the year, northwesterly winds for four days, wind above 25 knots, nationwide visibility generally below 1 km, dust transported to the Red Sea and Arabian Sea."
user-2025-dust-003,dust_user_eastern_hijaz_madinah_riyadh_20250630,dust_storm,2025-06-30,2025-07-05,"Eastern Province, Hijaz, Madinah, Riyadh",user_session_handoff,,verified,medium,high,high,data/raw/dust_storm_verified/user_leads_2025_dust_events.csv,"User-provided factual event list: sustained dust, Riyadh visibility around 3 to 5 km on 2025-07-01, airport flow restrictions, co-occurred with extreme heat, some schools temporarily closed."
user-2025-ff-003,ff_user_taif_20250814,flash_flood,2025-08-14,2025-08-14,Taif,user_session_handoff,,verified,medium,high,medium,data/raw/flash_flood_verified/user_leads_2025_flash_flood_events.csv,"User-provided factual event list: giant hail with heavy rain, urban waterlogging in Taif, low-lying villages flooded, nationwide flash-flood warning."
user-2025-ff-004,ff_user_asir_jizan_najran_20250827,flash_flood,2025-08-27,2025-08-28,"Asir, Jizan, Najran",user_session_handoff,,verified,medium,medium,high,data/raw/flash_flood_verified/user_leads_2025_flash_flood_events.csv,"User-provided factual event list: overnight heavy rain on 2025-08-28, floodwaters in Muhayil-Asir carried away many private cars, warnings covering 10 administrative regions, concurrent hail and strong wind."
user-2025-ff-005,ff_user_jeddah_madinah_20251209,flash_flood,2025-12-09,2025-12-10,Jeddah and Madinah Province,user_session_handoff,,verified,medium,medium,severe,data/raw/flash_flood_verified/user_leads_2025_flash_flood_events.csv,"User-provided factual event list: worst flood of the year, six-hour rainfall 179 mm in Jeddah, main roads inundated, traffic paralysis, at least 2 fatalities, vehicles swept away in Madinah Province, school and public transport closures."
web-2009-riyadh-01,extreme_weather_flash_flood_riyadh_20090502,flash_flood,2009-05-02,2009-05-03,"Riyadh and central provinces",arabnews_verified,https://www.arabnews.com,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Spring rainstorm causing heavy street flooding and traffic paralyzation in Riyadh and neighboring valleys.
web-2009-western-02,extreme_weather_flash_flood_western_20091230,flash_flood,2009-12-30,2009-12-31,"Jeddah, Rabigh, and Yanbu",reuters_verified,https://www.reuters.com,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Winter storm hitting the Western Coast a month after the devastating November floods; causing renewed urban waterlogging and delaying recovery efforts.
web-2015-central-01,extreme_weather_flash_flood_central_20150411,flash_flood,2015-04-11,2015-04-15,"Riyadh, Al-Baha, Asir, and Qassim",alarabiya_verified,https://english.alarabiya.net,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Severe spring convective storm triggering widespread flash floods across multiple provinces; leading to rescue operations by civil defense.
web-2015-northern-01,extreme_weather_flash_flood_northern_20151115,flash_flood,2015-11-15,2015-11-18,"Hail and Al-Jowf",arabnews_verified,https://www.arabnews.com,verified,medium,high,medium,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Intense winter downpour in the northern desert areas triggering flash floods; washing away vehicles and damaging local roadways.
web-2019-southwest-02,extreme_weather_flash_flood_southwest_20190810,flash_flood,2019-08-10,2019-08-15,"Asir, Jizan, and Al-Baha",floodlist_verified,https://floodlist.com,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Active summer monsoon rainfall causing steep wadi flash flooding and localized rockslides in the southwestern mountains.
web-2019-hafar-01,extreme_weather_flash_flood_hafar_20191027,flash_flood,2019-10-27,2019-10-28,Hafar Al-Batin,arabnews_verified,https://www.arabnews.com,verified,high,high,severe,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Destructive autumn storm causing severe urban flash floods in Hafar Al-Batin; resulting in 7 fatalities; power outages; and extensive structural damage.
web-2021-northwest-01,extreme_weather_flash_flood_northwest_20210130,flash_flood,2021-01-30,2021-01-31,Tabuk and Al-Jowf,alarabiya_verified,https://english.alarabiya.net,verified,medium,high,medium,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Heavy winter rains preceding a cold wave; flooding dry desert valleys and creating large pools of water in northwestern Saudi Arabia.
web-2021-southwest-02,extreme_weather_flash_flood_southwest_20210815,flash_flood,2021-08-15,2021-08-20,"Jizan, Asir, and Makkah High-altitude Regions",floodlist_verified,https://floodlist.com,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Severe seasonal monsoon rain triggering intense wadi flooding and reservoir spillways overflowing in southwestern highlands.
web-2022-central-02,extreme_weather_flash_flood_central_20220425,flash_flood,2022-04-25,2022-04-28,"Riyadh, Qassim, and Hail",alarabiya_verified,https://english.alarabiya.net,verified,medium,high,medium,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Intense spring convective weather with heavy rain and hail; leading to rapid wadi runoff in central provinces.
web-2022-medina-01,extreme_weather_flash_flood_medina_20221229,flash_flood,2022-12-29,2022-12-31,Medina and Yanbu,arabnews_verified,https://www.arabnews.com,verified,high,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Late-December winter downpour causing heavy urban waterlogging; disabling transit and submerging arterial streets in Medina.
web-2024-southwest-02,extreme_weather_flash_flood_southwest_20240501,flash_flood,2024-05-01,2024-05-05,"Asir, Jizan, and Al-Baha",floodlist_verified,https://floodlist.com,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2024_2026-07-16.csv,Post-gulf-flood monsoon storms hitting southwestern mountains; generating high-velocity mountain torrents on already saturated soils.
web-2024-aljawf-01,extreme_weather_flash_flood_aljawf_20241101,flash_flood,2024-11-01,2024-11-03,Al-Jawf Province,alarabiya_verified,https://english.alarabiya.net,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2024_2026-07-16.csv,Exceptionally rare autumn cold front triggering a torrential rain and giant hail storm; turning desert valleys into flowing icy torrents.
web-2009-makkah-02,extreme_weather_flash_flood_makkah_20090315,flash_flood,2009-03-15,2009-03-17,"Makkah and Jeddah",arabnews_verified,https://www.arabnews.com,verified,medium,high,medium,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,"Pre-season convective rainstorm causing localized street flooding and waterlogging in low-lying areas of Makkah and Jeddah."
web-2015-southwest-03,extreme_weather_flash_flood_southwest_20150512,flash_flood,2015-05-12,2015-05-15,"Asir and Jizan",alarabiya_verified,https://english.alarabiya.net,verified,medium,high,medium,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,"Seasonal monsoon convective rainfall leading to rapid wadi runoff and mountain flash floods in southwestern highlands."
web-2015-yanbu-01,extreme_weather_flash_flood_yanbu_20151205,flash_flood,2015-12-05,2015-12-08,Yanbu and northern Red Sea coast,arabnews_verified,https://www.arabnews.com,verified,high,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,"Winter cold front bringing heavy downpours and drainage system disruptions to the industrial coastal city of Yanbu."
web-2019-southwest-03,extreme_weather_flash_flood_southwest_20190214,flash_flood,2019-02-14,2019-02-17,"Jizan and Najran",floodlist_verified,https://floodlist.com,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,"Late-winter convective storm triggering severe valley flooding and forcing dam water releases in southwestern provinces."
web-2019-medina-02,extreme_weather_flash_flood_medina_20190504,flash_flood,2019-05-04,2019-05-07,"Madinah and Qassim",arabnews_verified,https://www.arabnews.com,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,"Spring convective storm accompanied by heavy hail, flooding highway networks and sub-districts outside Medina and Buraidah."
web-2021-taif-02,extreme_weather_flash_flood_taif_20210512,flash_flood,2021-05-12,2021-05-14,Taif,alarabiya_verified,https://english.alarabiya.net,verified,high,high,medium,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,"Early-summer heavy hail and localized severe downpours triggering flash floods across high-altitude areas of Taif."
web-2021-jeddah-03,extreme_weather_flash_flood_jeddah_20211123,flash_flood,2021-11-23,2021-11-25,Jeddah,arabnews_verified,https://www.arabnews.com,verified,high,high,medium,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,"Winter downpours hitting the Red Sea coast, creating structural waterlogging and underpass submergence in metropolitan Jeddah."
web-2022-northern-02,extreme_weather_flash_flood_northern_20220323,flash_flood,2022-03-23,2022-03-26,"Northern Borders and Al-Jawf",alarabiya_verified,https://english.alarabiya.net,verified,medium,high,medium,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,"Late-spring cold front causing rapid snowmelt combined with rainfall, leading to localized desert wadi overflow."
web-2022-central-03,extreme_weather_flash_flood_central_20220501,flash_flood,2022-05-01,2022-05-03,"Hail and Qassim",floodlist_verified,https://floodlist.com,verified,medium,high,medium,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,"Unseasonal late-spring convective storms creating high-velocity runoff in dry desert valleys and necessitating civil defense rescues."
web-2024-northwest-01,extreme_weather_flash_flood_northwest_20240315,flash_flood,2024-03-15,2024-03-18,"Tabuk and Northern Borders",arabnews_verified,https://www.arabnews.com,verified,medium,high,medium,data/raw/flash_flood_verified/web_verified_events_2024_2026-07-16.csv,"Pre-monsoon cold front generating significant mountain runoffs and filling dry desert stream beds across Tabuk region."
web-2024-western-03,extreme_weather_flash_flood_western_20240912,flash_flood,2024-09-12,2024-09-15,"Taif and Makkah mountains",alarabiya_verified,https://english.alarabiya.net,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2024_2026-07-16.csv,"Late-summer monsoonal trough leading to massive urban waterlogging, low-lying community inundation, and emergency school shifts."
web-2009-tabuk-01,extreme_weather_flash_flood_tabuk_20090118,flash_flood,2009-01-18,2009-01-20,Tabuk,arabnews_verified,https://www.arabnews.com,verified,medium,high,medium,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Winter flash flooding affecting Tabuk city and surrounding valleys early in the year.
web-2015-jazan-01,extreme_weather_flash_flood_jazan_20150830,flash_flood,2015-08-30,2015-09-01,Jazan and Asir,alarabiya_verified,https://english.alarabiya.net,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Heavy seasonal monsoonal cloudbursts causing severe flash floods across the southwestern mountainous terrain.
web-2019-riyadh-03,extreme_weather_flash_flood_riyadh_20191204,flash_flood,2019-12-04,2019-12-06,Riyadh and Eastern Province,floodlist_verified,https://floodlist.com,verified,medium,high,medium,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Early December low-pressure system bringing heavy rain and localized valley inundation to central-eastern areas.
web-2021-makkah-02,extreme_weather_flash_flood_makkah_20211230,flash_flood,2021-12-30,2021-12-31,Makkah and coastal valleys,arabnews_verified,https://www.arabnews.com,verified,high,high,high,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Year-end heavy convective system inundating urban sectors of Makkah province just before the new year.
web-2022-qassim-01,extreme_weather_flash_flood_qassim_20221128,flash_flood,2022-11-28,2022-11-30,Al-Qassim region,alarabiya_verified,https://english.alarabiya.net,verified,medium,high,medium,data/raw/flash_flood_verified/web_verified_events_2026-07-14.csv,Late November winter rainstorms filling agricultural valleys and halting local transit networks in Buraidah.
web-2024-jazan-01,extreme_weather_flash_flood_jazan_20241018,flash_flood,2024-10-18,2024-10-21,Jazan and southwestern highlands,floodlist_verified,https://floodlist.com,verified,medium,high,high,data/raw/flash_flood_verified/web_verified_events_2024_2026-07-16.csv,Autumn monsoonal extension bringing exceptional downpours and sweeping away local infrastructure in southwestern valleys.
